time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-01-28 09:15:20.474 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:16:20.476 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:17:20.478 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:18:20.479 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:19:20.481 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:20:20.483 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:21:20.484 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:22:20.486 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:23:20.488 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:24:20.489 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:25:20.491 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33266816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:26:20.493 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:27:20.495 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:28:20.496 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:29:20.498 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:30:20.499 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:31:20.501 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:32:20.503 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,34231592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:33:20.504 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:34:20.506 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:35:20.508 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:36:20.519 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:37:20.520 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:38:20.522 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:39:20.524 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:40:20.525 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,35196280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:41:20.527 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:42:20.529 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:43:20.530 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:44:20.532 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:45:20.533 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:46:20.535 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:47:20.537 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36161056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:48:20.539 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:49:20.540 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:50:20.542 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:51:20.543 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:52:20.554 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:53:20.558 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:54:20.559 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:55:20.561 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37125744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
