time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-01-27 17:31:48.203 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,8, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485537827920,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29406936, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:32:48.205 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,2,8, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485537827920,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29406936, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:35:48.156 UTC, ,125,3160461,1288,14608, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,2,1,5, ,25,11, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , ,3,64, , , , , , , , , , , , , , , , , , , , , , , , ,1485538547902,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,157696,35, , , , , , , , , , ,22633608, , , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:36:45.119 UTC, ,125,3160461,1288,14608, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,2,1,5, ,25,11, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , ,3,64, , , , , , , , , , , , , , , , , , , , , , , , ,1485538604865,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,157696,35, , , , , , , , , , ,22640648, , , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:38:30.486 UTC, ,125,3160461,1288,14608, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,2,1,5, ,25,11, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , ,3,64, , , , , , , , , , , , , , , , , , , , , , , , ,1485538710233,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,157696,35, , , , , , , , , , ,22646248, , , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:39:30.490 UTC, ,125,3175293,1288,29216,224, ,5, ,8,2,0,25, , , , , , , ,5,5, , , ,2,2,8, ,5,3, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538710233,3145728, , , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , ,1,24458,9, , , , , , , , , , ,28443256, , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:40:03.100 UTC, ,125,3160461,1288,14608, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,2,1,5, ,25,11, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , ,3,64, , , , , , , , , , , , , , , , , , , , , , , , ,1485538802847,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,157696,35, , , , , , , , , , ,22646504, , , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-27 17:40:47.811 UTC, ,125,3160461,1288,14608, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,2,1,5, ,25,11, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,-1,-1, , , , , ,3,64, , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,157696,35, , , , , , , , , , ,22646096, , , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:43:20.403 UTC, ,125,3175293,1288,29216,224, ,5, ,13,2,0,15, , , , , , , ,5,5, , , ,2,1,9, ,7,3, , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , ,7,3,1,3,1,3,1, , ,3,1, , , ,7,1, , , , , ,1,28554,11,209,1, , , , , , , , ,28443168, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:44:20.406 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28443168, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:45:20.408 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28443168, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:46:20.411 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28443168, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:47:20.413 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28443168, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:48:20.416 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:49:20.418 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:50:20.420 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:51:20.422 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:52:20.424 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:53:20.426 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:54:20.428 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29407944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:55:20.430 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:56:20.432 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:57:20.435 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:58:20.437 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 08:59:20.438 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:00:20.440 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:01:20.442 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:02:20.444 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30372656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:03:20.452 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:04:20.454 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:05:20.456 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:06:20.458 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:07:20.460 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:08:20.461 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:09:20.463 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:10:20.465 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31337392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:11:20.467 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:12:20.469 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:13:20.471 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-01-28 09:14:20.472 UTC, ,125,3175293,1288,29216,224, ,5, , , , , , , , , , , ,5,5, , , ,2,1,9, , , , , , , , , , , , , , , , ,19887,4, ,19309, , , , , ,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1485538847557,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,32302104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
